,perplexity,n_iter,n_samples,n_features,avg_common_neighbors10,avg_common_neighbors40,std_ratios
354,10,1000,100,50,39.0,46.175,0.07249988378960312
355,30,300,100,50,39.7,49.050000000000004,0.06974055086263259
356,30,500,100,50,43.8,51.74999999999999,0.07369033674577112
357,30,1000,100,50,42.400000000000006,52.625,0.072038244695031
358,50,300,100,50,38.800000000000004,53.2,0.07041234897200262
359,50,500,100,50,38.3,56.825,0.06790760428182067
360,50,1000,100,50,38.7,57.25,0.07358026173535519
361,10,300,250,10,47.160000000000004,37.269999999999996,0.16900092337050066
362,10,500,250,10,48.120000000000005,39.489999999999995,0.18063782356550967
363,10,1000,250,10,48.72,39.64,0.17497777707264944
364,30,300,250,10,48.08,44.17,0.1656745154195456
365,30,500,250,10,50.32,44.55,0.16677204400342796
366,30,1000,250,10,49.6,44.56,0.16932309174252777
367,50,300,250,10,46.88,45.64,0.16002165793290316
368,50,500,250,10,48.040000000000006,46.650000000000006,0.16092999096051774
369,50,1000,250,10,48.08,46.82000000000001,0.16141701508939302
370,10,300,250,20,39.68,30.740000000000002,0.11225711788943617
371,10,500,250,20,41.4,30.409999999999997,0.11301773269263958
372,10,1000,250,20,39.800000000000004,30.29,0.11329767081835403
373,30,300,250,20,42.160000000000004,36.6,0.11363985914282995
374,30,500,250,20,41.559999999999995,35.04,0.11218323799026592
375,30,1000,250,20,41.92,34.68,0.11016610821557223
376,50,300,250,20,39.519999999999996,38.42,0.10283992131427971
377,50,500,250,20,41.68,38.61,0.1103460156352608
378,50,1000,250,20,41.92,37.6,0.10801543205723392
379,10,300,250,30,35.6,26.880000000000003,0.08917375420408664
380,10,500,250,30,38.12,28.62,0.09386602326637246
381,10,1000,250,30,38.92,29.99,0.09073203834339202
382,30,300,250,30,35.52,31.2,0.0831045912748917
383,30,500,250,30,40.72,33.660000000000004,0.08932544931600876
384,30,1000,250,30,42.160000000000004,33.809999999999995,0.09193940658951529
385,50,300,250,30,38.72,34.0,0.08208453332023072
386,50,500,250,30,40.04,36.18,0.08309877403752887
387,50,1000,250,30,40.12,36.64,0.08653470188355429
388,10,300,250,40,33.96,26.69,0.07296240993089421
389,10,500,250,40,34.839999999999996,27.52,0.078471095513939
390,10,1000,250,40,35.0,27.92,0.07832162408159031
391,30,300,250,40,35.44,30.19,0.0728273919983463
392,30,500,250,40,37.36000000000001,31.269999999999996,0.07507041870080813
393,30,1000,250,40,38.08,30.28,0.07710956069293859
394,50,300,250,40,33.239999999999995,31.94,0.07307851723693569
395,50,500,250,40,36.120000000000005,34.56,0.07800692303772247
396,50,1000,250,40,36.120000000000005,34.22,0.07448754504313716
397,10,300,250,50,32.68,25.929999999999996,0.07132845182460579
398,10,500,250,50,34.72,26.66,0.06695407256654433
399,10,1000,250,50,35.6,27.58,0.06792831361199643
400,30,300,250,50,36.0,30.09,0.06819519009988308
401,30,500,250,50,37.160000000000004,29.99,0.0690622374769501
402,30,1000,250,50,37.160000000000004,30.680000000000003,0.06780364894651963
403,50,300,250,50,32.99999999999999,32.589999999999996,0.06511274125196634
404,50,500,250,50,34.92,33.44,0.06609412538663498
405,50,1000,250,50,34.56,33.51,0.0646709007096453
406,10,300,500,10,47.32,32.0,0.17064499699927993
407,10,500,500,10,48.81999999999999,33.47,0.17182380409959816
408,10,1000,500,10,49.6,34.835,0.1743556688693314
409,30,300,500,10,47.56,34.74,0.1570343262839693
410,30,500,500,10,49.84,36.415000000000006,0.1684779576414514
411,30,1000,500,10,49.96000000000001,37.47,0.16859769126146684
412,50,300,500,10,43.92,35.695,0.15548290413168286
413,50,500,500,10,48.440000000000005,37.77,0.16349616353640858
414,50,1000,500,10,48.620000000000005,38.1,0.16425233951957974
415,10,300,500,20,35.0,22.455,0.10591977007528444
416,10,500,500,20,37.6,25.335,0.11385126151579181
417,10,1000,500,20,37.940000000000005,25.129999999999995,0.10835948979203437
418,30,300,500,20,38.1,28.22,0.10664381958299425
419,30,500,500,20,39.06,28.199999999999996,0.10891956952611995
420,30,1000,500,20,39.660000000000004,28.139999999999997,0.10948098456296226
421,50,300,500,20,33.06,28.359999999999996,0.09857254044169413
422,50,500,500,20,39.6,30.409999999999997,0.10455885095688335
423,50,1000,500,20,39.26,30.354999999999997,0.10397157618308228
424,10,300,500,30,33.4,20.45,0.08478427020223812
